UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
1607,F19,B138,Cup,Small,B&W,Jingdezhen,Porcelain,Shards,29,Leaves,Chrysanthemum,2,,1607-IMG_3479.jpg1607-IMG_3480.jpg,,
1608,F19,B138,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,,,2,Cobalt diffused,1608-IMG_3481.jpg1608-IMG_3482.jpg,,
1609,F19,B138,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Bird frett work,,1,,1609-IMG_3484.jpg1609-IMG_3483.jpg,,
1610,E21,B125,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Fungus?,,1,Fired black,1610-IMG_3486.jpg1610-IMG_3485.jpg,,
1611,E21,B125,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels,Lotus pond,1,,1611-IMG_3488.jpg1611-IMG_3487.jpg,,
1612,E22,B128,Vase,,B&W,Jingdezhen,Porcelain,Rim shard?,16,Lotus petals,,1,Neck?,1612-IMG_3490.jpg1612-IMG_3489.jpg,,
1613,F19,B136,Bowl,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus panels,Lotus pond,1,,1613-IMG_3492.jpg1613-IMG_3491.jpg,,
1614,E21,B124,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Phoenix?,,1,,1614-IMG_3494.jpg1614-IMG_3493.jpg,,
1615,F19,B139,Bowl,,B&W,Jingdezhen,Porcelain,Shard,21,Lotus panels lotus,Lotus pond,1,,1615-IMG_3497.jpg1615-IMG_3495.jpg,,
1616,E17,B095,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Panels frett work,,1,Faceted,1616-IMG_3527.jpg1616-IMG_3526.jpg,,
1618,E17,B095,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,183,Lotus panels,Ducks in lotus pond,1,,1618-IMG_3504.jpg1618-IMG_3503.jpg,,
1619,E17,B095,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,157,,Ducks in lotus pond,1,,1619-IMG_3505.jpg1619-IMG_3506.jpg,,
1620,E17,B095,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,254,Lotus panels,Lotus bouquet leaf band,1,,1620-IMG_3507.jpg1620-IMG_3508.jpg,,✓
1621,E17,B091,Guan?,,B&W,Jingdezhen,Porcelain,Shard,184,Lotus panels,,1,Eroded,1621-IMG_3512.jpg1621-IMG_3511.jpg,,
1622,E17,B091,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,272,Lotus panels,Ducks in lotus pond,1,Coral encrusted,1622-IMG_3753.jpg1622-IMG_3515.jpg,,
1623,E17,B091,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,170,Lotus panels,Ducks in lotus pond,1,,1623-IMG_3517.jpg1623-IMG_3516.jpg,,
1624,E17,B091,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,212,,Floral,1,Eroded coral encrusted,1624-IMG_3519.jpg1624-IMG_3518.jpg,,
1625,E17,B095,Bowl,,B&W,Jingdezhen,Porcelain,Shard,48,Lotus panels lotus,,1,,1625-IMG_3522.jpg1625-IMG_3523.jpg,,
1626,E17,B095,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,34,Scroll,Leaf band,1,,1626-IMG_3530.jpg1626-IMG_3531.jpg,,
1627,E17,B095,Bowls,,B&W,Jingdezhen,Porcelain,Shards,11,,,2,,1627-IMG_3533.jpg1627-IMG_3532.jpg,,
1628,E17,B095,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,,,1,Cobalt diffused,1628-IMG_3535.jpg1628-IMG_3534.jpg,,
1629,E17,B095,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus,Scroll,1,,1629-IMG_3538.jpg1629-IMG_3539.jpg,,
1630,E17,B094,Jarlet,Small,B&W,Jingdezhen,Porcelain,Shard,13,Hydrangea?,,1,Beaded ribs luted,1630-IMG_3542.jpg1630-IMG_3543.jpg,,✓
1631,E17,B094,Vases,,B&W,Jingdezhen,Porcelain,Shards,20,Lotus,,3,,1631-IMG_3544.jpg1631-IMG_3545.jpg,,
1632,E17,B094,Bowl,,B&W,Jingdezhen,Porcelain,Shard,6,,,1,,1632-IMG_3546.jpg1632-IMG_3547.jpg,,
1633,E17,B091,Vases,,B&W,Jingdezhen,Porcelain,Shards,33,,,3,,1633-IMG_3551.jpg1633-IMG_3550.jpg,,
1634,E17,B091,Vase,,B&W,Jingdezhen,Porcelain,Shard,27,Lotus panels,,1,,1634-IMG_3552.jpg1634-IMG_3553.jpg,,✓
1635,E17,B091,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,,1635-IMG_3555.jpg1635-IMG_3554.jpg,,
1636,E17,B091,Cup,Small,B&W,Jingdezhen,Porcelain,Base,16,,,1,Eroded,1636-IMG_3556.jpg1636-IMG_3557.jpg,,
1637,E17,B097,Vases,,B&W,Jingdezhen,Porcelain,Shards,27,,,2,,1637-IMG_3560.jpg1637-IMG_3561.jpg,,
1638,E17,B096,Cup,,B&W,Jingdezhen,Porcelain,Shard,4,Chrysanthemum,,1,,1638-IMG_3564.jpg1638-IMG_3565.jpg,,
1639,E17,B096,Bowls,,B&W,Jingdezhen,Porcelain,Shards,17,,,4,,1639-IMG_3567.jpg1639-IMG_3566.jpg,,
1640,I12/I13,B062,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Panels,,1,Faceted,1640-IMG_3570.jpg1640-IMG_3571.jpg,,
1641,I12/I13,B062,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,4,Lotus panels,,1,,1641-IMG_3572.jpg1641-IMG_3573.jpg,,
1642,I12/I13,B062,Vase,,B&W,Jingdezhen,Porcelain,Shard,2,Bird,,1,,1642-IMG_3574.jpg1642-IMG_3575.jpg,,
1643,I12/I13,B062,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,127,Lotus panels,Ducks in lotus pond,1,,1643-IMG_3576.jpg1643-IMG_3577.jpg,,
1644,I12/I13,B062,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,40,Lotus band lotus panels,Chrysanthemum band,1,,1644-IMG_3579.jpg1644-IMG_3578.jpg,,
1645,I12/I13,B062,Vases,,B&W,Jingdezhen,Porcelain,Shards,64,,,3,,1645-IMG_3581.jpg1645-IMG_3580.jpg,,
1646,E15,B063,Guan?,,B&W,Jingdezhen,Porcelain,Shard,66,Lotus panels scroll,,1,,1646-IMG_3585.jpg1646-IMG_3584.jpg,,
1647,I12/I13,B062,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,37,Scroll lotus panels,,1,,1647-IMG_3569.jpg1647-IMG_3568.jpg,,✓
1650,E16,B090,Vase,,B&W,Jingdezhen,Porcelain,Shard,89,Chrysanthemum and lotus  in panels,,1,Lobed,1650-IMG_3591.jpg1650-IMG_3592.jpg,,
1651,E15,B057,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,164,Lotus petals,Lotus,1,,1651-IMG_3594.jpg1651-IMG_3593.jpg,,
1652,E15,B055,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,211,,Double vajra,1,,1652-IMG_3596.jpg1652-IMG_3595.jpg,,✓
1653,E15,B057,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,232,Lotus panels,Dragon,1,3 claw cross hatched scales,1653-IMG_3598.jpg1653-IMG_3597.jpg,,✓
1656,E16,B2?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,181,Lotus panels,Ducks in lotus pond,1,,1656-IMG_3608.jpg1656-IMG_3607.jpg,,
1657,E16,B2?,Jarlet?,Small,B&W,Jingdezhen,Porcelain,Base shard,21,Lotus panels,,1,,1657-IMG_3609.jpg1657-IMG_3610.jpg,,
1658,E16,B2?,Vases,,B&W,Jingdezhen,Porcelain,Shards,9,Pine,,2,,1658-IMG_3611.jpg1658-IMG_3612.jpg,,
1659,E16,B2?,Bowl,Small,B&W,Jingdezhen,Porcelain,Rim shard,10,Chrysanthemum,Frett work,1,Broken in 2,1659-IMG_3613.jpg1659-IMG_3614.jpg,,
1663,F19,B135,Vases,,B&W,Jingdezhen,Porcelain,Shards,30,,,3,,1663-IMG_3621.jpg1663-IMG_3622.jpg,,
1664,F19,B135,Bowl,,B&W,Jingdezhen,Porcelain,Shard,2,,,1,,1664-IMG_3623.jpg1664-IMG_3624.jpg,,
1665,E16,B5?,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels scroll,,1,,1665-IMG_3626.jpg1665-IMG_3625.jpg,,
1667,D15,B3?,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Floral in panels,,1,Faceted,1667-IMG_3630.jpg1667-IMG_3629.jpg,,
1668,D15,B3?,Bowls,,B&W,Jingdezhen,Porcelain,Shards,11,,,2,,1668-IMG_3631.jpg1668-IMG_3632.jpg,,
1669,E20,B116,Vase,,B&W,Jingdezhen,Porcelain,Shard,25,Dragon?,,1,,1669-IMG_3634.jpg1669-IMG_3633.jpg,,✓
1671,E20,B116,Cover?,,B&W,Jingdezhen,Porcelain,Shard,10,,,1,Eroded luted,1671-IMG_3637.jpg1671-IMG_3638.jpg,,
1672,F19,B134,Bowl,,B&W,Jingdezhen,Porcelain,Shard,6,,,1,,1672-IMG_3640.jpg1672-IMG_3639.jpg,,
1673,F19,B134,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,Peony?,,1,,1673-IMG_3641.jpg1673-IMG_3642.jpg,,
1674,E16,B078,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,149,Lotus panels,Ducks in lotus pond,1,,1674-IMG_3645.jpg1674-IMG_3646.jpg,,
1675,E16,B078,Bowl,Small,B&W,Jingdezhen,Porcelain,Bases,157,,Ducks in lotus pond,2,Shufu shape,1675-IMG_3648.jpg1675-IMG_3647.jpg,,
1676,E16,B078,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,99,,Lotus bouquet,1,Shufu shape,1676-IMG_3649.jpg1676-IMG_3650.jpg,,
1677,E16,B3?,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,219,Lotus panels,Lotus,1,Coral encrusted,1677-IMG_3652.jpg1677-IMG_3653.jpg,,
1678,E16,B090,Bowl,Small,B&W,Jingdezhen,Porcelain,Base shard,49,,Lotus bouquet,1,,1678-IMG_3657.jpg1678-IMG_3656.jpg,,
1679,E16,Unknown,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus panels frett work,,1,,1679-IMG_3660.jpg1679-IMG_3661.jpg,,
1680,E16,Unknown,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Scroll,,1,Faceted,1680-IMG_3663.jpg1680-IMG_3662.jpg,,
1681,E16,B086,Vase,,B&W,Jingdezhen,Porcelain,Shard,50,Peony,,1,,1681-IMG_3667.jpg1681-IMG_3666.jpg,,
1682,E16,B086,Vase,,B&W,Jingdezhen,Porcelain,Shard,76,,,1,Eroded,1682-IMG_3668.jpg1682-IMG_3669.jpg,,
1683,E16,B086,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,,,1,Eroded,1683-IMG_3672.jpg1683-IMG_3673.jpg,,
1684,E16,B086,Bowl,,B&W,Jingdezhen,Porcelain,Shard,5,Lotus,,1,,1684-IMG_3675.jpg1684-IMG_3674.jpg,,
1685,E16,B086,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,372,Lotus panels,Ducks in lotus pond,2,,1685-IMG_3679.jpg1685-IMG_3678.jpg,,
1686,E16,B086,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,72,Leaves,Lotus bouquet,1,,1686-IMG_3681.jpg1686-IMG_3680.jpg,,
1687,E16,B086,Vases,,B&W,Jingdezhen,Porcelain,Shards,36,,,2,,1687-IMG_3683.jpg1687-IMG_3682.jpg,,
1688,E16,B086,Bowls,,B&W,Jingdezhen,Porcelain,Shards,77,,,5,,1688-IMG_3685.jpg1688-IMG_3684.jpg,,
1689,E16,B082,Bowl,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus,Scroll,1,,1689-IMG_3690.jpg1689-IMG_3689.jpg,,
1690,E16,B087,Ewer?,,B&W,Jingdezhen,Porcelain,Shoulder shard,21,Floral,,1,Possible spout?,1690-IMG_3693.jpg1690-IMG_3694.jpg,,✓
1691,E16,B087,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels scroll,,1,Faceted,1691-IMG_3696.jpg1691-IMG_3695.jpg,,
1692,E16,B087,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Bird chrysanthemum,,1,,1692-IMG_3698.jpg1692-IMG_3697.jpg,,
1693,E16,B087,Bowl,,B&W,Jingdezhen,Porcelain,Shard,21,Lotus panels,,1,,1693-IMG_3700.jpg1693-IMG_3699.jpg,,
1694,E16,B084,Bowl,,B&W,Jingdezhen,Porcelain,Shard,47,Lotus panels,Ducks in lotus pond,1,,1694-IMG_3703.jpg1694-IMG_3704.jpg,,
1695,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Leaves and berries in panels,,1,Faceted,1695-IMG_3708.jpg1695-IMG_3707.jpg,,
1696,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,Lotus,,1,,1696-IMG_3710.jpg1696-IMG_3709.jpg,,
1697,E16,B088,Bowls,,B&W,Jingdezhen,Porcelain,Shards,43,,,3,,1697-IMG_3711.jpg1697-IMG_3712.jpg,,
1698,E16,B085,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,142,Lotus panels,Ducks in lotus pond,1,,1698-IMG_3715.jpg1698-IMG_3716.jpg,,
1699,E16,B085,Bowls,,B&W,Jingdezhen,Porcelain,Shards,374,,,7,,1699-IMG_3718.jpg1699-IMG_3717.jpg,,
1700,E16,B082,Bowl,,B&W,Jingdezhen,Porcelain,Shard,5,,,1,,1700-IMG_3723.jpg1700-IMG_3721.jpg,,
1701,E16,B082,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,253,Lotus panels,Ducks in lotus pond,1,Perfect glaze,1701-IMG_3726.jpg1701-IMG_3727.jpg,,✓
1702,E16,B082,Bowls,,B&W,Jingdezhen,Porcelain,Rim shards,50,Lotus band,Chrysanthemum band,2,,1702-IMG_3728.jpg1702-IMG_3729.jpg,,
1703,E16,B089,Guan?,,B&W,Jingdezhen,Porcelain,Base shard,39,Lotus panels,,1,,1703-IMG_3732.jpg1703-IMG_3733.jpg,,✓
1704,E16,B089,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,Lotus panels,,1,,1704-IMG_3734.jpg1704-IMG_3735.jpg,,
1705,E16,B083,Vase?,,B&W,Jingdezhen,Porcelain,Neck shard,9,Lotus panels,,1,,1705-IMG_3739.jpg1705-IMG_3738.jpg,,
1706,E16,B083,Vases,,B&W,Jingdezhen,Porcelain,Shards,45,,,3,Faceted,1706-IMG_3740.jpg1706-IMG_3741.jpg,,
1707,E16,B083,Vases,,B&W,Jingdezhen,Porcelain,Shards,42,Lotus panels,,3,,1707-IMG_3743.jpg1707-IMG_3742.jpg,,
1708,E16,B083,Bowls,,B&W,Jingdezhen,Porcelain,Shards,23,,,3,,1708-IMG_3745.jpg1708-IMG_3744.jpg,,
1709,E16,B083,Vase,,B&W,Jingdezhen,Porcelain,Shard,30,Leaves in panels scroll,,1,Faceted,1709-IMG_3747.jpg1709-IMG_3748.jpg,,
1710,E16,B083,Bowl,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels,Phoenix?,1,,1710-IMG_3750.jpg1710-IMG_3749.jpg,,✓
1711,E16,Unknown,Bowls,,B&W,Jingdezhen,Porcelain,Shards,74,,,4,,1711-IMG_3758.jpg1711-IMG_3759.jpg,,
1712,E16,B088,Bowl,,B&W,Jingdezhen,Porcelain,Shard,94,Lotus panels with symbols,Double vajra?,1,,1712-IMG_3763.jpg1712-IMG_3762.jpg,,✓
1713,E16,B088,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,149,Lotus panels,Lotus bouquet,1,,1713-IMG_3765.jpg1713-IMG_3764.jpg,,
1714,E16,B088,Vase,,B&W,Jingdezhen,Porcelain,Shard,90,Phoenix lotus panels,,1,,1714-IMG_3766.jpg1714-IMG_3767.jpg,,✓
1715,E16,B084,Bowl,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels,Lotus pond,1,,1715-IMG_3770.jpg1715-IMG_3771.jpg,,
1716,E16,B084,Vases,,B&W,Jingdezhen,Porcelain,Shards,23,,,2,,1716-IMG_3773.jpg1716-IMG_3772.jpg,,
1717,E16,B084,Bowls,,B&W,Jingdezhen,Porcelain,Shards,6,Chrysanthemum,,2,,1717-IMG_3775.jpg1717-IMG_3774.jpg,,
1718,E16,B087,Vase,,B&W,Jingdezhen,Porcelain,Shard,51,Peony,,1,Luting,1718-IMG_3779.jpg1718-IMG_3778.jpg,,
1719,E16,B087,Vase,,B&W,Jingdezhen,Porcelain,Base shard,26,Lotus panels,,1,Faceted - octagonal?,1719-IMG_3780.jpg1719-IMG_3781.jpg,,
1720,E16,B082,Vases,,B&W,Jingdezhen,Porcelain,Shards,111,,,4,,1720-IMG_3784.jpg1720-IMG_3785.jpg,,
1721,E16,B082,Bowls,,B&W,Jingdezhen,Porcelain,Shards,14,,,2,,1721-IMG_3787.jpg1721-IMG_3786.jpg,,
1722,E16,B086,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,129,,,1,Eroded,1722-IMG_3790.jpg1722-IMG_3791.jpg,,
1723,E16,B082,Vase,,B&W,Jingdezhen,Porcelain,Shards,47,,,2,,1723-IMG_3795.jpg1723-IMG_3794.jpg,,
1724,E16,B082,Vase,,B&W,Jingdezhen,Porcelain,Shard,26,Grape vine,,1,,1724-IMG_3797.jpg1724-IMG_3796.jpg,,✓
1725,E16,B082,Vase,,B&W,Jingdezhen,Porcelain,Shard,18,Flaming pearl,,1,,1725-IMG_3798.jpg1725-IMG_3799.jpg,,
1726,E16,B082,Bowl,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus panels,,1,,1726-IMG_3801.jpg1726-IMG_3800.jpg,,
1727,E16,B090,Vases,,B&W,Jingdezhen,Porcelain,Shards,26,Lotus panels,,2,,1727-IMG_3805.jpg1727-IMG_3804.jpg,,
1728,E16,B090,Bowls,,B&W,Jingdezhen,Porcelain,Shards,32,,,4,,1728-IMG_3807.jpg1728-IMG_3806.jpg,,
1729,E16,B087,Bowls,,B&W,Jingdezhen,Porcelain,Shards,14,,,2,,1729-IMG_3810.jpg1729-IMG_3811.jpg,,
1730,E16,B082,Bowl,,B&W,Jingdezhen,Porcelain,Shard,2,Lotus,Frett work,1,,1730-IMG_3815.jpg1730-IMG_3814.jpg,,
1731,E16,B082,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels scroll,,1,,1731-IMG_3819.jpg1731-IMG_3818.jpg,,
1732,E16,B082,Bowl,,B&W,Jingdezhen,Porcelain,Shard,15,Lotus panels lotus,Leaves,1,,1732-IMG_3820.jpg1732-IMG_3821.jpg,,
1733,E16,B087,Bowl,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels,Ducks in lotus pond,1,,1733-IMG_3825.jpg1733-IMG_3824.jpg,,
1734,E16,B086,Bowl,,B&W,Jingdezhen,Porcelain,Shard,5,,,1,,1734-IMG_3827.jpg1734-IMG_3828.jpg,,
1735,E16,B3?,Vase,,B&W,Jingdezhen,Porcelain,Shard,20,Chrysanthemum scroll,,1,,1735-IMG_3832.jpg1735-IMG_3831.jpg,,
1736,E16,B3?,Bowl,,B&W,Jingdezhen,Porcelain,Shard,20,Lotus panels,,1,,1736-IMG_3835.jpg1736-IMG_3836.jpg,,
1737,E16,B3?,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels lotus,Scroll,1,,1737-IMG_3838.jpg1737-IMG_3837.jpg,,
1738,E16,B3?,Vase,,B&W,Jingdezhen,Porcelain,Shard,2,,,1,,1738-IMG_3840.jpg1738-IMG_3839.jpg,,
1739,E16,B087,Bowl,,B&W,Jingdezhen,Porcelain,Shard,2,,,1,,1739-IMG_3843.jpg1739-IMG_3844.jpg,,
1740,E16,B086,Vase,,B&W,Jingdezhen,Porcelain,Shard,23,,,1,,1740-IMG_3847.jpg1740-IMG_3848.jpg,,
1743,E16,B068,Bowls,,B&W,Jingdezhen,Porcelain,Shards,61,Lotus panels,Lotus,3,,1743-IMG_3860.jpg1743-IMG_3859.jpg,,
1744,E16,B068,Vases,,B&W,Jingdezhen,Porcelain,Shards,28,,,2,,1744-IMG_3861.jpg1744-IMG_3862.jpg,,
1745,E16,B068,Unknown,,B&W,Jingdezhen,Porcelain,Rim shard?,107,,,1,Cone shaped with rim,1745-IMG_3855.jpg1745-IMG_3854.jpg1745-IMG_3853.jpg1745-IMG_3858.jpg1745-IMG_3856.jpg1745-IMG_3857.jpg,,✓
1746,E12,B020,Vase,,B&W,Jingdezhen,Porcelain,Base,83,Lotus panels scroll,,1,High foot ring,1746-IMG_3865.jpg1746-IMG_3864.jpg1746-IMG_3863.jpg,,
1747,E12,B020,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,86,,Lotus bouquet,1,,1747-IMG_3867.jpg1747-IMG_3866.jpg,,
1748,E12,B020,Bowls,,B&W,Jingdezhen,Porcelain,Shards,26,,,2,,1748-IMG_3869.jpg1748-IMG_3868.jpg,,
1749,E16,B078,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,236,Lotus panels,Lotus bouquet,1,,1749-IMG_3871.jpg1749-IMG_3870.jpg,,
1750,E16,B078,Vase,,B&W,Jingdezhen,Porcelain,Shard,24,Dragon? waves lotus panels,,1,,1750-IMG_3873.jpg1750-IMG_3872.jpg,,
1751,E15,B054,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,137,Lotus panels,Ducks in lotus pond,1,,1751-IMG_3875.jpg1751-IMG_3874.jpg,,
1752,E15,B054,Bowl,,B&W,Jingdezhen,Porcelain,Shard,81,Lotus panels lotus,,1,,1752-IMG_3876.jpg1752-IMG_3877.jpg,,
1753,E15,B054,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Leaves,,1,,1753-IMG_3879.jpg1753-IMG_3878.jpg,,
1754,E15,B054,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Waves reverse decorated,,1,,1754-IMG_3880.jpg1754-IMG_3881.jpg,,
1755,E15,B054,Vase,,B&W,Jingdezhen,Porcelain,Shard,107,Lotus panels scroll,,1,,1755-IMG_3883.jpg1755-IMG_3882.jpg,,
1756,E16,B3?,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Lotus panels scroll,,1,Faceted,1756-IMG_3884.jpg1756-IMG_3885.jpg,,
1757,E16,B3?,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,15,Lotus panels,Leaves,1,,1757-IMG_3887.jpg1757-IMG_3886.jpg,,
1758,E16,B3?,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,,,1,,1758-IMG_3889.jpg1758-IMG_3888.jpg,,
1759,C11,B034,Bowls,,B&W,Jingdezhen,Porcelain,Shards,33,,,4,,1759-IMG_3890.jpg1759-IMG_3891.jpg,,
1760,E16,B075,Vases,,B&W,Jingdezhen,Porcelain,Shards,33,,,2,Faceted,1760-IMG_3893.jpg1760-IMG_3892.jpg,,
1761,E16,B075,Vase,,B&W,Jingdezhen,Porcelain,Shard,24,Phoenix?,,1,,1761-IMG_3894.jpg1761-IMG_3895.jpg,,✓
1762,E16,B075,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,Lotus pond frett work,,1,,1762-IMG_3896.jpg1762-IMG_3897.jpg,,
1763,E16,B075,Bowl,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels,,1,,1763-IMG_3899.jpg1763-IMG_3898.jpg,,
1764,E16,B074,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,95,,Ducks in lotus pond,1,,1764-IMG_3900.jpg1764-IMG_3901.jpg,,
1765,E16,B074,Vase,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels scroll,,1,Faceted,1765-IMG_3902.jpg1765-IMG_3903.jpg,,
1766,E16,B073,Bowls,,B&W,Jingdezhen,Porcelain,Shards,21,,,2,,1766-IMG_3905.jpg1766-IMG_3904.jpg,,
1767,D11,B035,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Phoenix? lotus,,1,,1767-IMG_3906.jpg1767-IMG_3907.jpg,,
1768,D11,B035,Bowl,,B&W,Jingdezhen,Porcelain,Shard,4,,,1,,1768-IMG_3909.jpg1768-IMG_3908.jpg,,
1769,E12,B019,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,342,,Ducks in lotus pond,1,Eroded,1769-IMG_3911.jpg1769-IMG_3910.jpg,,
1772,E15,B047,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,71,,Lotus bouquet,1,Shufu shape,1772-IMG_3922.jpg1772-IMG_3921.jpg,,
1773,E15,B047,Bowl,Medium,B&W,Jingdezhen,Porcelain,Bases,322,Lotus panels,Peony?,2,,1773-IMG_3923.jpg1773-IMG_3924.jpg,,
1774,E15,B047,Vase,,B&W,Jingdezhen,Porcelain,Base shard,31,Lotus panels scroll,,1,High foot ring,1774-IMG_3926.jpg1774-IMG_3927.jpg1774-IMG_3925.jpg,,
1775,E15,B047,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus,Lotus,1,,1775-IMG_3929.jpg1775-IMG_3928.jpg,,
1776,E15,B047,Bowl,,B&W,Jingdezhen,Porcelain,Shard,1,,Chrysanthemum,1,,1776-IMG_3930.jpg1776-IMG_3931.jpg,,
1777,E15,B057,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,244,Lotus panels,Lotus bouquet,1,in 2 pcs eroded,1777-IMG_3933.jpg1777-IMG_3932.jpg,,
1778,E15,B057,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,199,Lotus panels,Ducks in lotus pond,1,,1778-IMG_3935.jpg1778-IMG_3934.jpg,,
1779,E15,B061,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,223,Lotus panels,Lotus bouquet,1,,1779-IMG_3944.jpg1779-IMG_3945.jpg,,
1780,E15,B061,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,280,Lotus panels,Ducks in lotus pond,1,Eroded,1780-IMG_3947.jpg1780-IMG_3946.jpg,,
1781,E15,B061,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,51,Lotus panels,Peony,1,,1781-IMG_3949.jpg1781-IMG_4018.jpg,,
1782,E15,B061,Bowl,,B&W qingbai,Jingdezhen,Porcelain,Shard,6,,Moulded qingbai,1,Moulded qingbai,1782-IMG_3950.jpg1782-IMG_3951.jpg,,✓
1783,E15,B061,Bowl?,,B&W,Jingdezhen,Porcelain,Shard,7,Frett work,,1,Bevelled,1783-IMG_3954.jpg1783-IMG_3952.jpg1783-IMG_3953.jpg,,
1784,E15,B061,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,8,Scroll,,1,,1784-IMG_3957.jpg1784-IMG_3956.jpg,,
1785,E15,B061,Vase,,B&W,Jingdezhen,Porcelain,Rim shard,9,Plantain leaves,Frett work,2,Trumpet mouth,1785-IMG_3961.jpg1785-IMG_3960.jpg,,
1786,E15,B061,Bowl,,B&W,Jingdezhen,Porcelain,Shard,62,Lotus panels,Morning glory,1,,1786-IMG_3963.jpg1786-IMG_3964.jpg,,
1787,E15,B061,Vases,,B&W,Jingdezhen,Porcelain,Shards,19,,,3,,1787-IMG_3969.jpg1787-IMG_3967.jpg,,
1788,E15,B061,Bowls,,B&W,Jingdezhen,Porcelain,Shards,131,,,8,,1788-IMG_3970.jpg1788-IMG_3971.jpg,,
